ID,Label,Device A,Termination A,Termination A Type,Termination B,Termination B Type,Device B,Type,Status,Color,Location A,Location B,Rack A,Rack B
183,SRV-sr05-srv03-A,sr05-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
184,SRV-sr05-srv03-B,sr05-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
185,SRV-sr05-srv04-A,sr05-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
186,SRV-sr05-srv04-B,sr05-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
187,SRV-sr05-srv05-A,sr05-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
188,SRV-sr05-srv05-B,sr05-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
189,SRV-sr05-srv06-A,sr05-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
190,SRV-sr05-srv06-B,sr05-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
191,SRV-sr05-srv07-A,sr05-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
192,SRV-sr05-srv07-B,sr05-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
193,SRV-sr05-srv08-A,sr05-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
194,SRV-sr05-srv08-B,sr05-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
195,SRV-sr05-srv09-A,sr05-srv09,eth0,dcim.interface,Ethernet1/9,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
196,SRV-sr05-srv09-B,sr05-srv09,eth1,dcim.interface,Ethernet1/9,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
197,SRV-sr05-srv10-A,sr05-srv10,eth0,dcim.interface,Ethernet1/10,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
198,SRV-sr05-srv10-B,sr05-srv10,eth1,dcim.interface,Ethernet1/10,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
199,SRV-sr05-srv11-A,sr05-srv11,eth0,dcim.interface,Ethernet1/11,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
200,SRV-sr05-srv11-B,sr05-srv11,eth1,dcim.interface,Ethernet1/11,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
201,SRV-sr05-srv12-A,sr05-srv12,eth0,dcim.interface,Ethernet1/12,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
202,SRV-sr05-srv12-B,sr05-srv12,eth1,dcim.interface,Ethernet1/12,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
203,SRV-sr05-srv13-A,sr05-srv13,eth0,dcim.interface,Ethernet1/13,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
204,SRV-sr05-srv13-B,sr05-srv13,eth1,dcim.interface,Ethernet1/13,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
205,SRV-sr05-srv14-A,sr05-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
206,SRV-sr05-srv14-B,sr05-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
207,SRV-sr05-srv15-A,sr05-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
208,SRV-sr05-srv15-B,sr05-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
209,SRV-sr05-srv16-A,sr05-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr05-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
210,SRV-sr05-srv16-B,sr05-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr05-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
211,SRV-sr06-srv01-A,sr06-srv01,eth0,dcim.interface,Ethernet1/1,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
212,SRV-sr06-srv01-B,sr06-srv01,eth1,dcim.interface,Ethernet1/1,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
213,SRV-sr06-srv02-A,sr06-srv02,eth0,dcim.interface,Ethernet1/2,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
214,SRV-sr06-srv02-B,sr06-srv02,eth1,dcim.interface,Ethernet1/2,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
215,SRV-sr06-srv03-A,sr06-srv03,eth0,dcim.interface,Ethernet1/3,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
216,SRV-sr06-srv03-B,sr06-srv03,eth1,dcim.interface,Ethernet1/3,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
217,SRV-sr06-srv04-A,sr06-srv04,eth0,dcim.interface,Ethernet1/4,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
218,SRV-sr06-srv04-B,sr06-srv04,eth1,dcim.interface,Ethernet1/4,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
219,SRV-sr06-srv05-A,sr06-srv05,eth0,dcim.interface,Ethernet1/5,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
220,SRV-sr06-srv05-B,sr06-srv05,eth1,dcim.interface,Ethernet1/5,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
221,SRV-sr06-srv06-A,sr06-srv06,eth0,dcim.interface,Ethernet1/6,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
222,SRV-sr06-srv06-B,sr06-srv06,eth1,dcim.interface,Ethernet1/6,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
223,SRV-sr06-srv07-A,sr06-srv07,eth0,dcim.interface,Ethernet1/7,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
224,SRV-sr06-srv07-B,sr06-srv07,eth1,dcim.interface,Ethernet1/7,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
225,SRV-sr06-srv08-A,sr06-srv08,eth0,dcim.interface,Ethernet1/8,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
226,SRV-sr06-srv08-B,sr06-srv08,eth1,dcim.interface,Ethernet1/8,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
227,SRV-sr06-srv09-A,sr06-srv09,eth0,dcim.interface,Ethernet1/9,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
228,SRV-sr06-srv09-B,sr06-srv09,eth1,dcim.interface,Ethernet1/9,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
229,SRV-sr06-srv10-A,sr06-srv10,eth0,dcim.interface,Ethernet1/10,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
230,SRV-sr06-srv10-B,sr06-srv10,eth1,dcim.interface,Ethernet1/10,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
231,SRV-sr06-srv11-A,sr06-srv11,eth0,dcim.interface,Ethernet1/11,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
232,SRV-sr06-srv11-B,sr06-srv11,eth1,dcim.interface,Ethernet1/11,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
233,SRV-sr06-srv12-A,sr06-srv12,eth0,dcim.interface,Ethernet1/12,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
234,SRV-sr06-srv12-B,sr06-srv12,eth1,dcim.interface,Ethernet1/12,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
235,SRV-sr06-srv13-A,sr06-srv13,eth0,dcim.interface,Ethernet1/13,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
236,SRV-sr06-srv13-B,sr06-srv13,eth1,dcim.interface,Ethernet1/13,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
237,SRV-sr06-srv14-A,sr06-srv14,eth0,dcim.interface,Ethernet1/14,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
238,SRV-sr06-srv14-B,sr06-srv14,eth1,dcim.interface,Ethernet1/14,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
239,SRV-sr06-srv15-A,sr06-srv15,eth0,dcim.interface,Ethernet1/15,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
240,SRV-sr06-srv15-B,sr06-srv15,eth1,dcim.interface,Ethernet1/15,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
241,SRV-sr06-srv16-A,sr06-srv16,eth0,dcim.interface,Ethernet1/16,dcim.interface,sr06-leaf01,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
242,SRV-sr06-srv16-B,sr06-srv16,eth1,dcim.interface,Ethernet1/16,dcim.interface,sr06-leaf02,CAT6A,Connected,#2196f3,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
243,LEAF-PEER-SERVER-RACK-01-01,sr01-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr01-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-01,SERVER-RACK-01
244,LEAF-PEER-SERVER-RACK-01-02,sr01-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr01-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-01,SERVER-RACK-01
245,LEAF-PEER-SERVER-RACK-02-01,sr02-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr02-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
246,LEAF-PEER-SERVER-RACK-02-02,sr02-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr02-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-B,DC1-ROW-B,SERVER-RACK-02,SERVER-RACK-02
247,LEAF-PEER-SERVER-RACK-03-01,sr03-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr03-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
248,LEAF-PEER-SERVER-RACK-03-02,sr03-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr03-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-03,SERVER-RACK-03
249,LEAF-PEER-SERVER-RACK-04-01,sr04-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr04-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
250,LEAF-PEER-SERVER-RACK-04-02,sr04-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr04-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-C,DC1-ROW-C,SERVER-RACK-04,SERVER-RACK-04
251,LEAF-PEER-SERVER-RACK-05-01,sr05-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr05-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
252,LEAF-PEER-SERVER-RACK-05-02,sr05-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr05-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-05,SERVER-RACK-05
253,LEAF-PEER-SERVER-RACK-06-01,sr06-leaf01,Ethernet1/55,dcim.interface,Ethernet1/55,dcim.interface,sr06-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
254,LEAF-PEER-SERVER-RACK-06-02,sr06-leaf01,Ethernet1/56,dcim.interface,Ethernet1/56,dcim.interface,sr06-leaf02,DAC-25G,Connected,#4caf50,DC1-ROW-D,DC1-ROW-D,SERVER-RACK-06,SERVER-RACK-06
255,IF-001,leaf01,xe-0/0/1,dcim.interface,xe-0/0/1,dcim.interface,spine01,Cat6A,Connected,#0f766e,R01,R10,R01,R10
256,IF-002,leaf01,xe-0/0/2,dcim.interface,xe-0/0/2,dcim.interface,spine01,Cat6A,Connected,#0f766e,R01,R10,R01,R10
257,IF-003,leaf02,xe-0/0/1,dcim.interface,xe-0/0/1,dcim.interface,spine02,Cat6A,Connected,#0f766e,R02,R11,R02,R11
258,IF-004,leaf02,xe-0/0/2,dcim.interface,xe-0/0/2,dcim.interface,spine02,Cat6A,Connected,#0f766e,R02,R11,R02,R11
259,IF-005,leaf03,xe-0/0/1,dcim.interface,xe-0/0/1,dcim.interface,spine03,Cat6A,Connected,#0f766e,R03,R12,R03,R12
260,FP-001,pp-01,FP-01,dcim.frontport,et-0/0/0,dcim.interface,leaf01,SMF,Connected,#2563eb,R20,R01,R20,R01
261,FP-002,pp-01,FP-02,dcim.frontport,et-0/0/1,dcim.interface,leaf01,SMF,Connected,#2563eb,R20,R01,R20,R01
262,FP-003,pp-01,FP-03,dcim.frontport,et-0/0/0,dcim.interface,leaf02,SMF,Connected,#2563eb,R20,R02,R20,R02
263,FP-004,pp-01,FP-04,dcim.frontport,et-0/0/1,dcim.interface,leaf02,SMF,Connected,#2563eb,R20,R02,R20,R02
264,FP-005,pp-02,FP-01,dcim.frontport,et-0/0/0,dcim.interface,leaf03,SMF,Connected,#2563eb,R21,R03,R21,R03
265,RP-001,pp-01,RP-01,dcim.rearport,et-0/0/0,dcim.interface,core01,SMF,Connected,#7c3aed,R20,R30,R20,R30
266,RP-002,pp-01,RP-02,dcim.rearport,et-0/0/1,dcim.interface,core01,SMF,Connected,#7c3aed,R20,R30,R20,R30
267,RP-003,pp-01,RP-03,dcim.rearport,et-0/0/0,dcim.interface,core02,SMF,Connected,#7c3aed,R20,R31,R20,R31
268,RP-004,pp-01,RP-04,dcim.rearport,et-0/0/1,dcim.interface,core02,SMF,Connected,#7c3aed,R20,R31,R20,R31
269,RP-005,pp-02,RP-01,dcim.rearport,et-0/0/0,dcim.interface,core03,SMF,Connected,#7c3aed,R21,R32,R21,R32
270,CT-001,carrier-a,CT-A-01,circuits.circuittermination,wan0,dcim.interface,edge01,Singlemode,Connected,#1d4ed8,POP-A,R40,POP-A,R40
271,CT-002,carrier-a,CT-A-02,circuits.circuittermination,wan0,dcim.interface,edge02,Singlemode,Connected,#1d4ed8,POP-A,R41,POP-A,R41
272,CT-003,carrier-b,CT-Z-01,circuits.circuittermination,wan0,dcim.interface,edge03,Singlemode,Connected,#1d4ed8,POP-B,R42,POP-B,R42
273,CT-004,carrier-b,CT-Z-02,circuits.circuittermination,wan0,dcim.interface,edge04,Singlemode,Connected,#1d4ed8,POP-B,R43,POP-B,R43
274,CT-005,carrier-c,CT-A-01,circuits.circuittermination,wan0,dcim.interface,edge05,Singlemode,Connected,#1d4ed8,POP-C,R44,POP-C,R44
275,PWR-001,srv01,PSU-A,dcim.powerport,OUT-01,dcim.poweroutlet,pdu-a,Power,Connected,#dc2626,R50,R60,R50,R60
276,PWR-002,srv01,PSU-B,dcim.powerport,OUT-01,dcim.poweroutlet,pdu-b,Power,Connected,#dc2626,R50,R61,R50,R61
277,PWR-003,srv02,PSU-A,dcim.powerport,OUT-02,dcim.poweroutlet,pdu-a,Power,Connected,#dc2626,R51,R60,R51,R60
278,PWR-004,srv02,PSU-B,dcim.powerport,OUT-02,dcim.poweroutlet,pdu-b,Power,Connected,#dc2626,R51,R61,R51,R61
279,PWR-005,srv03,PSU-A,dcim.powerport,OUT-03,dcim.poweroutlet,pdu-a,Power,Connected,#dc2626,R52,R60,R52,R60
280,PO-001,pdu-a,OUT-11,dcim.poweroutlet,PSU-A,dcim.powerport,srv04,Power,Connected,#ea580c,R60,R53,R60,R53
281,PO-002,pdu-a,OUT-12,dcim.poweroutlet,PSU-A,dcim.powerport,srv05,Power,Connected,#ea580c,R60,R54,R60,R54
282,PO-003,pdu-b,OUT-11,dcim.poweroutlet,PSU-A,dcim.powerport,srv06,Power,Connected,#ea580c,R61,R55,R61,R55
283,PO-004,pdu-b,OUT-12,dcim.poweroutlet,PSU-A,dcim.powerport,srv07,Power,Connected,#ea580c,R61,R56,R61,R56
284,PO-005,pdu-c,OUT-01,dcim.poweroutlet,PSU-A,dcim.powerport,srv08,Power,Connected,#ea580c,R62,R57,R62,R57
285,PF-001,power-panel-a,FEED-A,dcim.powerfeed,IN-A,dcim.powerport,pdu-a,PowerFeed,Connected,#c2410c,PP01,R60,PP01,R60
286,PF-002,power-panel-a,FEED-B,dcim.powerfeed,IN-A,dcim.powerport,pdu-b,PowerFeed,Connected,#c2410c,PP01,R61,PP01,R61
287,PF-003,power-panel-b,FEED-A,dcim.powerfeed,IN-A,dcim.powerport,pdu-c,PowerFeed,Connected,#c2410c,PP02,R62,PP02,R62
288,PF-004,power-panel-b,FEED-B,dcim.powerfeed,IN-A,dcim.powerport,pdu-d,PowerFeed,Connected,#c2410c,PP02,R63,PP02,R63
289,PF-005,ups-a,FEED-01,dcim.powerfeed,IN-A,dcim.powerport,pdu-e,PowerFeed,Connected,#c2410c,UPS1,R64,UPS1,R64
